,origin_airport_id,delayed
228,14489,0.15609756097560976
229,10279,0.15601023017902813
230,12478,0.15600350569675722
231,12898,0.15584415584415584
232,14543,0.15517241379310345
233,14685,0.15453074433656958
234,15624,0.15399239543726237
235,10562,0.15384615384615385
236,10739,0.15384615384615385
237,12343,0.15384615384615385
238,14869,0.15336093041592747
239,11433,0.15297623595934898
240,13230,0.15254237288135594
241,13891,0.1524390243902439
242,13264,0.15211267605633802
243,14492,0.1519744714798564
244,10994,0.15181711606096132
245,10666,0.15151515151515152
246,14107,0.15094463827266144
247,12889,0.1507773124157024
248,10713,0.15072639225181597
249,10792,0.14980435997764113
250,13795,0.14979757085020243
251,12896,0.14942528735632185
252,11648,0.14885496183206107
253,10721,0.14715359828141783
254,15376,0.1466346153846154
255,10980,0.14626391096979333
256,14307,0.14623655913978495
257,15304,0.14578384798099764
258,12951,0.14578005115089515
259,11630,0.14565826330532214
260,14057,0.14530090684253916
261,14908,0.14518109269490484
262,10754,0.14516129032258066
263,11140,0.14512922465208747
264,12758,0.14444444444444443
265,14112,0.14412811387900357
266,13796,0.14387956564659427
267,14730,0.14368117461982172
268,13296,0.14235500878734622
269,10693,0.14222493514420875
270,11193,0.14184397163120568
271,13360,0.1412639405204461
272,11638,0.14111675126903553
273,13256,0.14093959731543623
274,14683,0.14084946908182386
275,12339,0.14051282051282052
276,11921,0.14012738853503184
277,13476,0.1390532544378698
278,11042,0.1384180790960452
279,11525,0.13793103448275862
280,12451,0.1369098712446352
281,15023,0.1368421052631579
282,10529,0.13562307353588726
283,11066,0.13551528266161753
284,14457,0.13479623824451412
285,10397,0.13383712215838123
286,11540,0.1331845238095238
287,11150,0.13253012048192772
288,13851,0.13219616204690832
289,14122,0.13155339805825242
290,10423,0.13121234939759036
291,14679,0.13051122531782527
292,12173,0.1294477188386815
293,14802,0.12941176470588237
294,10409,0.12727272727272726
295,13158,0.1265984654731458
296,14893,0.12621809744779583
297,15370,0.12607003891050583
298,11468,0.125
299,11537,0.125
300,14006,0.125
301,14109,0.125
302,13486,0.12393162393162394
303,11109,0.12274368231046931
304,11695,0.12209302325581395
305,13121,0.12121212121212122
306,10140,0.1189041095890411
307,10800,0.11812476928755998
308,12391,0.11788617886178862
309,12244,0.11538461538461539
310,14831,0.11490125673249552
311,14794,0.11377245508982035
312,10620,0.11363636363636363
313,12982,0.11343523732904263
314,12888,0.11320754716981132
315,14570,0.11286407766990292
316,10158,0.11188811188811189
317,13983,0.1111111111111111
318,13061,0.10837438423645321
319,11865,0.1076923076923077
320,12954,0.1072961373390558
321,14288,0.10526315789473684
322,11577,0.10344827586206896
323,11049,0.10256410256410256
324,13970,0.1
325,11481,0.09957627118644068
326,12206,0.0995260663507109
327,15389,0.09774436090225563
328,12156,0.09433962264150944
329,10747,0.09392265193370165
330,12016,0.09333333333333334
331,11252,0.09271523178807947
332,14120,0.08928571428571429
333,12915,0.08552631578947369
334,13873,0.08333333333333333
335,10731,0.08139534883720931
336,12003,0.0759493670886076
337,12899,0.07547169811320754
338,14113,0.07526881720430108
339,12402,0.07102803738317758
340,11415,0.07017543859649122
341,10779,0.06896551724137931
342,14955,0.06818181818181818
343,11447,0.06
344,10146,0.05952380952380952
345,11122,0.047619047619047616
346,13127,0.046875
347,12519,0.0410958904109589
348,10918,0.037037037037037035
349,15454,0.0
350,11097,0.0
