,origin_airport_id,delayed
0,14812,0.4864864864864865
1,14259,0.45
2,14222,0.4444444444444444
3,10165,0.4444444444444444
4,15008,0.38461538461538464
5,13964,0.38095238095238093
6,14004,0.3443708609271523
7,10372,0.33415536374845867
8,12119,0.3333333333333333
9,12223,0.3333333333333333
10,13829,0.3333333333333333
11,12511,0.3300970873786408
12,15048,0.32075471698113206
13,12094,0.3201754385964912
14,10170,0.32
15,13832,0.3191489361702128
16,13459,0.30434782608695654
17,11587,0.3018867924528302
18,16869,0.29850746268656714
19,12441,0.2979683972911964
20,12819,0.29714285714285715
21,14512,0.29508196721311475
22,14877,0.2948717948717949
23,10136,0.294478527607362
24,14534,0.2916666666666667
25,13241,0.2903225806451613
26,10732,0.2849740932642487
27,11003,0.2787550744248985
28,13139,0.27710843373493976
29,10676,0.27692307692307694
30,14828,0.275
31,14314,0.2727272727272727
32,15295,0.2711864406779661
33,10466,0.27104722792607805
34,14952,0.2706766917293233
35,12523,0.2702702702702703
36,11233,0.26666666666666666
37,14254,0.26153846153846155
38,10581,0.2608695652173913
39,11092,0.25925925925925924
40,12265,0.2545454545454545
41,11775,0.254416961130742
42,12012,0.2537313432835821
43,10141,0.25
44,10333,0.25
45,15411,0.25
46,10926,0.25
47,14108,0.25
48,11637,0.24630541871921183
49,14747,0.24611896040467468
50,10155,0.24603174603174602
51,14520,0.2459016393442623
52,12544,0.24545454545454545
53,12917,0.24528301886792453
54,14025,0.24509803921568626
55,11503,0.2444933920704846
56,15070,0.24347826086956523
57,10268,0.2413793103448276
58,14150,0.24
59,13076,0.23863636363636365
60,11641,0.23631123919308358
61,11898,0.23225806451612904
62,11867,0.23214285714285715
63,14783,0.23206106870229007
64,10874,0.23173277661795408
65,15027,0.23157894736842105
66,15380,0.23018867924528302
67,14321,0.22981366459627328
68,11618,0.2296473084062583
69,10434,0.22939068100358423
70,15841,0.22807017543859648
71,10408,0.22781065088757396
72,13029,0.22580645161290322
73,13930,0.2254704029718162
74,11067,0.22466960352422907
75,11298,0.22411621462759257
76,10208,0.2219178082191781
77,10551,0.22058823529411764
78,13933,0.22033898305084745
79,14256,0.22033898305084745
80,11013,0.21818181818181817
81,11423,0.2175543885971493
82,15582,0.21739130434782608
83,15607,0.2159090909090909
84,11146,0.215633423180593
85,10627,0.2153392330383481
86,13485,0.21530249110320285
87,11905,0.21518987341772153
88,14842,0.21481481481481482
89,10785,0.21371610845295055
90,11980,0.21333333333333335
91,10431,0.21287779237844942
92,11624,0.21074964639321075
93,13388,0.20987654320987653
94,10135,0.20891364902506965
95,13367,0.2086720867208672
96,15991,0.20833333333333334
97,12884,0.20833333333333334
98,12197,0.20824742268041238
99,11076,0.20754716981132076
100,11977,0.20707070707070707
101,11274,0.20689655172413793
102,11203,0.20603015075376885
103,13277,0.20567375886524822
104,11057,0.20534500981428355
105,14633,0.20491803278688525
106,14771,0.20462290709734776
107,12891,0.20388349514563106
108,10990,0.2036697247706422
109,14843,0.203579418344519
110,12397,0.203125
111,11027,0.2028985507246377
112,13502,0.2024793388429752
113,14709,0.20238095238095238
114,14711,0.20175438596491227
115,11982,0.20077220077220076
116,14574,0.20075757575757575
117,14098,0.2
118,11337,0.19923371647509577
119,15041,0.19718309859154928
120,13232,0.19677474695488076
121,12335,0.19642857142857142
122,11471,0.19642857142857142
123,13422,0.19612590799031476
124,15024,0.19612590799031476
125,13344,0.19607843137254902
126,11986,0.19498069498069498
127,11778,0.19428571428571428
128,12280,0.19424460431654678
129,13487,0.19346138128320392
130,12177,0.19318181818181818
131,10685,0.19305019305019305
132,14698,0.1926070038910506
133,14262,0.19185059422750425
134,14252,0.19047619047619047
135,13290,0.1897810218978102
136,11617,0.18974358974358974
137,14716,0.1885245901639344
138,15401,0.18823529411764706
139,14905,0.1875
140,13931,0.18604651162790697
141,14960,0.18604651162790697
142,14487,0.18548387096774194
143,11111,0.18493150684931506
144,12124,0.18478260869565216
145,12255,0.18446601941747573
146,12992,0.18413597733711048
147,14986,0.18379446640316205
148,10157,0.1837837837837838
149,15249,0.18370883882149047
150,10868,0.18341307814992025
151,10728,0.18309859154929578
152,11995,0.18298969072164947
153,16218,0.1827956989247312
154,14814,0.18267419962335216
155,11308,0.1826086956521739
156,10469,0.1825726141078838
157,11697,0.18188598827916888
158,15356,0.18181818181818182
159,10185,0.1803921568627451
160,10631,0.18032786885245902
161,15096,0.17974180734856007
162,11953,0.17943107221006566
163,13871,0.179168657429527
164,10561,0.17916666666666667
165,13495,0.178809370298732
166,13303,0.17829643888354188
167,11996,0.17816527672479152
168,10781,0.17766497461928935
169,14696,0.17712177121771217
170,13433,0.17676767676767677
171,15074,0.17543859649122806
172,14674,0.17518248175182483
173,11884,0.17454545454545456
174,13342,0.17407561279601164
175,12323,0.17398945518453426
176,11267,0.173828125
177,13204,0.17357126012105967
178,13577,0.17333333333333334
179,12191,0.17314853123707075
180,11973,0.1731266149870801
181,10558,0.17307692307692307
182,12129,0.17307692307692307
183,12902,0.17307692307692307
184,14635,0.1730528424743301
185,14761,0.17292225201072386
186,13184,0.17277486910994763
187,15412,0.17261904761904762
188,15016,0.1718550882941926
189,14524,0.17176350662589196
190,10299,0.1706016755521706
191,13198,0.16994416120417577
192,11612,0.1696113074204947
193,11278,0.16954775624236074
194,14576,0.16932624113475178
195,12892,0.1686972289907633
196,10821,0.1683067092651757
197,15919,0.1682991985752449
198,10577,0.16666666666666666
199,10967,0.16666666666666666
200,11259,0.1654917757636791
201,14588,0.16521739130434782
202,11603,0.1650853889943074
203,12448,0.1649782923299566
204,12953,0.1647710702828813
205,14082,0.164
206,12217,0.16311166875784192
207,11721,0.16279069767441862
208,10257,0.16276477146042365
209,12264,0.1626160837779095
210,10849,0.16248348745046234
211,13830,0.16240033571128829
212,11292,0.16215947997816701
213,15323,0.16199376947040497
214,13377,0.16153846153846155
215,12007,0.16071428571428573
216,10599,0.160445317616241
217,11823,0.16013628620102216
218,14100,0.1598173515981735
219,11413,0.15953307392996108
220,12945,0.15820029027576196
221,12278,0.15724815724815724
222,14193,0.1569459172852598
223,12266,0.1565715064386455
224,13244,0.15656810470189045
225,14689,0.15629522431259044
226,14027,0.15628415300546447
227,14237,0.15625
